cbsa,cbsa_name,X000,X01,X02,X03,X04,X05,X06,X07,X08,X09,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,total_workers,worker_to_jobloss_rate,cbsa_cbsaName
10580,"Albany-Schenectady-Troy, NY",37534,3.2,-15.0,147.2,2079.8,1629.3,1368.3,3642.4,1713.1,569.8,713.9,488.8,1065.4,686.1,1555.3,3604.3,3409.3,1908.6,8663.9,2871.8,1428.8,423980,0.08853,"10580, Albany-Schenectady-Troy, NY"
10900,"Allentown-Bethlehem-Easton, PA-NJ",23556,10.6,37.8,53.1,1329.5,1770.9,734.3,1427.1,-83.8,468.1,243.5,106.5,-244.7,277.9,3637.8,886.3,3746.3,1583.3,5554.1,1681.2,336.0,406651,0.05793,"10900, Allentown-Bethlehem-Easton, PA-NJ"
12420,"Austin-Round Rock-Georgetown, TX",18679,6.8,1038.8,-96.4,4042.2,1409.6,-154.3,1062.8,-584.1,1385.3,-1328.1,214.4,-4737.4,301.6,536.1,1459.6,2428.2,2583.5,5297.9,3425.4,387.2,999654,0.01869,"12420, Austin-Round Rock-Georgetown, TX"
12940,"Baton Rouge, LA",24960,14.1,297.5,97.3,5526.1,3004.2,658.2,737.4,1069.9,1411.1,578.3,688.8,-150.9,253.2,1510.2,160.0,1177.0,1400.3,4592.8,881.8,1052.8,356099,0.07009,"12940, Baton Rouge, LA"
16740,"Charlotte-Concord-Gastonia, NC-SC",23051,-2.3,-55.6,-114.6,-280.5,3311.4,298.9,550.8,-2892.5,-200.9,-309.6,545.7,-4408.2,1350.4,2089.6,2561.7,5263.2,2809.9,9089.9,2363.8,1079.9,1182992,0.01949,"16740, Charlotte-Concord-Gastonia, NC-SC"
17460,"Cleveland-Elyria, OH",45089,8.1,129.3,43.9,1146.1,6173.8,1297.9,1479.6,-512.4,1097.1,268.4,425.3,1761.7,586.1,3976.7,2097.0,8270.4,2571.6,9490.7,3619.6,1157.9,970974,0.04644,"17460, Cleveland-Elyria, OH"
18140,"Columbus, OH",41685,7.5,171.9,38.7,1193.2,3620.2,1051.2,2882.7,-2640.6,1566.6,445.8,356.7,1792.1,733.5,4808.3,2683.1,6536.6,2023.2,9490.0,3474.7,1450.1,985433,0.0423,"18140, Columbus, OH"
27260,"Jacksonville, FL",19468,-0.6,-6.4,46.2,-31.5,470.7,866.4,2126.2,599.7,583.5,-1365.5,336.4,-3035.9,418.1,3338.2,-581.8,2233.3,3573.4,8406.6,1238.1,253.1,680966,0.02859,"27260, Jacksonville, FL"
28140,"Kansas City, MO-KS",27108,-0.9,2.0,34.2,75.8,2897.6,871.4,2333.0,-2377.5,1531.1,1866.4,2563.3,-510.0,1721.1,2110.5,-2162.6,3784.7,3665.4,6608.4,1603.5,490.7,1039057,0.02609,"28140, Kansas City, MO-KS"
31140,"Louisville/Jefferson County, KY-IN",18364,7.5,76.2,-4.9,-43.9,2502.1,417.2,-417.8,-3574.0,1036.1,-704.4,323.7,-88.1,296.9,4612.2,1351.1,2936.4,-1.9,7462.8,1629.6,547.3,626426,0.02932,"31140, Louisville/Jefferson County, KY-IN"
33340,"Milwaukee-Waukesha, WI",29577,2.5,19.0,11.3,954.2,1796.6,804.9,1352.4,-599.1,134.2,1590.6,-6.8,-106.2,-2.9,1177.8,3217.3,3378.3,5428.5,7697.9,981.4,1744.8,784646,0.03769,"33340, Milwaukee-Waukesha, WI"
36420,"Oklahoma City, OK",19436,10.3,5393.3,13.7,441.0,2072.1,322.0,635.7,-102.6,1365.7,781.4,654.2,564.1,1161.5,3613.8,-1738.7,2700.0,843.3,-123.0,553.5,274.8,573674,0.03388,"36420, Oklahoma City, OK"
37100,"Oxnard-Thousand Oaks-Ventura, CA",25650,8.8,149.8,49.8,752.7,1166.7,612.2,2283.4,-176.7,2282.8,237.6,501.1,80.5,432.2,1170.5,3522.4,121.2,2444.6,6780.8,2347.5,882.5,391202,0.06557,"37100, Oxnard-Thousand Oaks-Ventura, CA"
41700,"San Antonio-New Braunfels, TX",23467,12.3,2889.6,-103.7,4032.1,2600.5,-82.6,418.9,-1335.4,1282.6,-1485.3,325.4,-3186.9,502.2,928.3,881.1,3435.9,2715.2,6441.0,3157.6,38.3,1046608,0.02242,"41700, San Antonio-New Braunfels, TX"
49340,"Worcester, MA-CT",31251,3.4,-8.8,90.8,708.3,1503.7,892.5,2614.6,610.9,200.1,411.3,173.5,-872.1,657.0,1044.2,3959.8,6087.8,1977.6,7501.8,2847.5,847.4,468806,0.06666,"49340, Worcester, MA-CT"
12060,"Atlanta-Sandy Springs-Alpharetta, GA",51479,6.1,-16.7,-44.2,1118.2,5683.1,1677.3,2996.6,-3615.8,5016.6,505.9,2815.6,-1288.7,5482.8,-6070.5,-9629.8,3416.7,7857.4,27416.8,6526.0,1625.2,2592718,0.01986,"12060, Atlanta-Sandy Springs-Alpharetta, GA"
16980,"Chicago-Naperville-Elgin, IL-IN-WI",275695,9.0,264.3,209.2,3276.2,24180.2,6649.6,18970.8,-629.0,7985.4,4485.1,4701.5,15656.2,2977.8,16759.8,27529.7,27400.1,22336.0,73381.5,13385.9,6165.6,4489224,0.06141,"16980, Chicago-Naperville-Elgin, IL-IN-WI"
17140,"Cincinnati, OH-KY-IN",42823,13.6,117.7,25.4,1038.5,5240.3,1341.0,501.7,-1423.5,1441.9,-45.8,438.5,1463.7,862.1,4551.4,2170.4,6994.5,2315.3,11187.1,3617.9,971.5,1044902,0.04098,"17140, Cincinnati, OH-KY-IN"
19100,"Dallas-Fort Worth-Arlington, TX",61786,20.4,4946.4,-221.5,12898.2,10961.0,87.2,2442.0,-6529.1,4075.8,-6947.5,974.0,-11681.7,2078.9,3282.7,2492.6,9030.1,8163.0,15940.8,9238.6,534.0,3464390,0.01783,"19100, Dallas-Fort Worth-Arlington, TX"
19740,"Denver-Aurora-Lakewood, CO",38621,16.9,2430.5,-105.0,3418.0,2049.0,-525.4,787.4,-1390.2,3245.8,-463.8,191.9,-2273.6,-1992.9,5204.1,6227.0,1013.6,3045.7,11847.7,3773.4,2120.7,1442260,0.02678,"19740, Denver-Aurora-Lakewood, CO"
26420,"Houston-The Woodlands-Sugar Land, TX",68530,39.1,15303.8,-269.4,14778.3,11044.1,-677.0,2439.0,-4000.1,2525.2,-2795.9,847.6,-10461.5,1599.5,827.8,2324.9,7002.8,5828.5,13433.2,8197.5,542.5,2946961,0.02325,"26420, Houston-The Woodlands-Sugar Land, TX"
26900,"Indianapolis-Carmel-Anderson, IN",28585,5.7,63.6,-13.4,1334.7,1324.2,693.1,190.7,-3588.4,2180.3,-175.1,1388.6,-92.6,-360.1,10323.1,1611.4,3232.8,386.5,6287.9,3826.9,-35.2,988576,0.02891,"26900, Indianapolis-Carmel-Anderson, IN"
31080,"Los Angeles-Long Beach-Anaheim, CA",449819,25.6,476.9,580.5,9424.3,26836.5,13362.9,32641.4,-4349.0,59800.7,3038.6,9564.3,6328.2,4646.9,24824.2,50594.5,2325.9,46781.7,110687.3,40118.7,12109.4,5921821,0.07596,"31080, Los Angeles-Long Beach-Anaheim, CA"
35620,"New York-Newark-Jersey City, NY-NJ-PA",814048,6.1,5.8,2691.4,48619.2,15488.2,35489.3,80784.4,47118.5,26704.9,5920.8,19364.5,29251.1,11503.1,52060.2,41051.9,83308.5,54941.2,172843.4,70969.4,15925.8,9394611,0.08665,"35620, New York-Newark-Jersey City, NY-NJ-PA"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",165934,13.0,100.6,395.1,9346.0,7487.4,5029.7,11785.0,2281.6,3978.0,2061.5,1634.9,-1819.4,1839.5,22372.8,7136.9,27522.9,10876.2,36688.4,14525.1,2679.0,2896875,0.05728,"37980, Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
38300,"Pittsburgh, PA",69697,11.4,1677.7,240.0,3894.5,4409.0,1752.8,4833.2,1486.3,1339.3,1830.7,159.4,-1072.9,1057.4,7669.9,3341.1,9664.8,4707.2,16959.7,5047.5,687.9,1116293,0.06244,"38300, Pittsburgh, PA"
38900,"Portland-Vancouver-Hillsboro, OR-WA",55578,25.0,-12.3,-20.3,2196.2,7932.9,582.4,2591.8,-803.3,1621.2,-451.0,473.2,-2904.3,2470.3,3163.8,3339.4,3035.3,7550.0,18951.3,3897.9,1938.2,1162424,0.04781,"38900, Portland-Vancouver-Hillsboro, OR-WA"
40140,"Riverside-San Bernardino-Ontario, CA",108325,27.4,221.2,258.6,4859.9,6184.4,3470.1,8697.9,-7799.7,2390.9,672.1,2097.9,602.0,902.2,6859.5,16352.3,771.2,11847.6,34647.5,9953.5,5308.5,1803520,0.06006,"40140, Riverside-San Bernardino-Ontario, CA"
40900,"Sacramento-Roseville-Folsom, CA",63890,28.2,84.1,163.7,2313.4,1504.6,1128.1,4483.8,-1022.1,1344.5,587.9,1286.8,489.8,641.1,3515.6,9489.9,678.5,6492.8,17189.5,6446.4,7043.1,990669,0.06449,"40900, Sacramento-Roseville-Folsom, CA"
41180,"St. Louis, MO-IL",50087,6.4,15.9,91.1,623.8,4287.6,1635.8,4035.4,-1127.1,2538.7,2622.6,3651.6,544.2,2758.2,3104.1,-2342.6,5441.5,4452.5,13694.1,2935.3,1118.1,1334121,0.03754,"41180, St. Louis, MO-IL"
41860,"San Francisco-Oakland-Berkeley, CA",143580,34.1,220.1,245.5,4075.8,4483.2,2685.9,10446.2,1100.8,4593.3,1269.2,3185.0,2128.7,2516.6,8398.0,19838.5,885.1,14343.9,40808.6,17655.7,4665.9,2289280,0.06272,"41860, San Francisco-Oakland-Berkeley, CA"
42660,"Seattle-Tacoma-Bellevue, WA",45268,20.9,-14.2,-15.8,-548.8,21792.7,951.9,-4475.0,5814.2,-9428.6,-370.6,1701.1,-5954.5,2334.3,6139.8,-8734.8,-7839.0,12110.5,21900.2,7415.0,2468.3,1852802,0.02443,"42660, Seattle-Tacoma-Bellevue, WA"
12120,"Atmore, AL",476,17.8,27.3,-0.2,62.2,72.3,0.4,2.8,-4.8,2.2,2.9,5.3,-0.5,2.8,22.5,76.6,66.5,38.1,44.1,19.9,17.4,14458,0.03289,"12120, Atmore, AL"
15420,"Burley, ID",-603,-0.5,-7.5,-8.9,-85.6,-77.1,-42.2,-107.0,-65.0,13.2,-38.1,-13.3,-21.1,-4.5,20.3,-84.8,-43.2,-6.3,-37.9,20.3,-13.7,19750,-0.03052,"15420, Burley, ID"
30300,"Lewiston, ID-WA",-438,-2.6,-2.1,-4.6,-76.0,37.7,-18.0,-161.2,-16.9,5.2,-73.2,-19.7,-48.2,-3.1,21.6,-145.4,-102.3,35.3,82.4,48.6,4.7,28117,-0.01557,"30300, Lewiston, ID-WA"
34140,"Moscow, ID",-473,-7.1,-3.8,-1.2,-52.3,-1.2,-21.4,-82.9,-9.1,6.9,-30.7,-22.7,-31.6,-3.0,14.0,-178.9,-18.8,-8.1,-29.4,20.6,-12.5,15897,-0.02977,"34140, Moscow, ID"
38540,"Pocatello, ID",-1196,-0.4,-10.8,-4.9,-143.0,-69.2,-45.4,-247.7,-41.7,9.2,-140.0,-37.6,-76.5,0.0,94.7,-215.4,-135.7,-19.6,-113.0,38.7,-37.7,36301,-0.03294,"38540, Pocatello, ID"
38740,"Poplar Bluff, MO",347,-1.2,-3.0,2.2,4.6,65.5,21.0,21.1,-11.6,9.6,27.5,43.2,-5.4,9.1,6.2,-79.7,79.1,25.1,98.2,17.6,18.2,16757,0.02073,"38740, Poplar Bluff, MO"
41760,"Sandpoint, ID",-464,-5.8,-16.4,-7.6,-90.5,-1.6,-19.6,-112.1,-17.6,10.5,-36.7,-36.6,-31.6,-4.4,18.0,-50.4,-24.1,-23.4,-30.3,30.0,-14.0,16638,-0.02791,"41760, Sandpoint, ID"
46300,"Twin Falls, ID",-1429,-0.8,-9.3,-12.5,-186.3,-182.1,-76.5,-252.1,-137.2,38.7,-102.5,-51.1,-73.1,-21.2,90.2,-202.8,-109.4,-17.5,-134.3,42.4,-31.6,47804,-0.02989,"46300, Twin Falls, ID"
48500,"West Point, MS",108,4.3,4.6,-1.2,0.3,60.7,-0.3,5.6,-22.6,10.9,3.0,5.7,-5.7,0.0,-8.7,-55.6,56.8,8.8,33.7,2.2,5.6,8608,0.01255,"48500, West Point, MS"
10740,"Albuquerque, NM",19728,5.6,423.6,18.5,1507.4,437.6,304.4,1010.5,-69.0,2421.2,1212.1,416.0,828.9,170.7,1238.8,-53.8,2052.8,737.3,4681.5,1320.9,1063.1,381835,0.05167,"10740, Albuquerque, NM"
12540,"Bakersfield, CA",18169,8.5,1244.2,41.2,681.4,998.4,350.5,1306.4,-512.4,332.7,104.7,305.7,7.1,239.4,878.1,3271.3,53.7,1144.4,4889.0,1609.4,1215.8,306104,0.05936,"12540, Bakersfield, CA"
13820,"Birmingham-Hoover, AL",15261,29.7,308.8,-17.7,1787.3,457.6,430.9,662.6,-197.0,218.0,559.2,307.3,67.7,306.1,1552.8,3323.3,1780.3,453.2,1835.3,1154.5,240.8,487627,0.0313,"13820, Birmingham-Hoover, AL"
16700,"Charleston-North Charleston, SC",8467,-0.9,-10.4,-48.5,-103.7,1377.3,13.7,-526.0,-102.4,211.0,169.6,431.5,191.8,-8.2,1122.2,-1240.9,587.2,998.2,4476.3,654.6,274.3,341752,0.02477,"16700, Charleston-North Charleston, SC"
17820,"Colorado Springs, CO",8154,2.9,148.2,-36.4,668.9,368.3,-52.9,48.3,-254.9,672.4,14.6,57.0,-520.2,-159.9,1056.3,1528.7,371.5,600.1,2715.4,905.0,20.5,291040,0.02802,"17820, Colorado Springs, CO"
17900,"Columbia, SC",6434,-7.2,-41.9,-54.3,-83.1,853.6,-54.7,-701.9,-536.5,204.9,432.3,373.9,204.9,-10.1,1020.7,-1213.2,728.7,733.2,3448.2,595.4,541.1,349239,0.01842,"17900, Columbia, SC"
21660,"Eugene-Springfield, OR",8761,23.6,-12.0,-3.0,359.8,819.8,75.8,231.6,-195.1,208.0,-22.2,45.5,-275.9,228.2,522.5,967.9,1017.1,1083.6,2930.1,497.6,258.1,156284,0.05606,"21660, Eugene-Springfield, OR"
24860,"Greenville-Anderson, SC",8097,-2.1,-26.9,-49.4,-98.1,2651.1,-78.8,-748.6,-616.6,169.6,251.4,297.9,259.5,-14.0,1223.5,-1343.0,941.0,947.7,3497.6,540.5,295.0,398754,0.02031,"24860, Greenville-Anderson, SC"
25420,"Harrisburg-Carlisle, PA",15088,10.0,20.1,28.7,739.5,942.3,451.3,1062.2,-257.3,195.4,299.1,29.8,-164.6,212.0,2289.7,650.4,2008.1,1334.8,3660.8,1154.8,420.9,267962,0.05631,"25420, Harrisburg-Carlisle, PA"
28940,"Knoxville, TN",6880,2.2,-21.4,-17.4,601.1,658.4,149.8,516.3,-486.6,486.9,-2.0,160.7,-2297.5,283.4,157.0,1110.2,1868.0,719.6,3249.3,169.2,-426.8,377833,0.01821,"28940, Knoxville, TN"
29180,"Lafayette, LA",14012,4.5,2138.7,32.3,1733.6,1389.6,429.9,257.4,816.3,692.9,335.7,683.8,-106.6,157.4,602.5,-6.6,721.3,834.4,2512.1,459.7,323.0,195344,0.07173,"29180, Lafayette, LA"
30460,"Lexington-Fayette, KY",9475,6.8,72.5,-1.8,-109.2,1264.4,104.8,-132.8,-323.8,383.3,-144.3,88.9,-90.9,123.0,1592.4,1031.7,1217.9,-48.2,3461.9,563.1,414.9,232262,0.04079,"30460, Lexington-Fayette, KY"
32820,"Memphis, TN-MS-AR",4418,9.9,10.0,-18.3,548.9,706.3,326.3,1006.9,-6998.4,589.3,112.7,359.5,-1649.2,363.9,259.8,268.0,2956.6,922.6,4780.7,379.5,-516.7,597199,0.0074,"32820, Memphis, TN-MS-AR"
35980,"Norwich-New London, CT",7857,8.7,10.1,26.7,212.3,539.9,164.0,773.2,-152.2,239.3,105.3,121.1,114.2,30.6,183.3,-70.7,1514.8,448.5,3150.2,336.8,100.9,125264,0.06273,"35980, Norwich-New London, CT"
36220,"Odessa, TX",4050,20.9,2619.4,-5.8,467.8,210.5,18.8,47.5,-207.9,67.6,-20.0,90.2,-105.1,17.4,-17.1,27.2,168.8,82.5,329.4,223.3,14.1,72564,0.05581,"36220, Odessa, TX"
38860,"Portland-South Portland, ME",6804,-7.2,-13.9,5.0,233.2,66.4,181.2,246.0,114.7,424.0,32.0,134.7,83.5,62.0,-384.5,-1287.5,1485.0,992.7,3958.8,246.6,231.0,263643,0.02581,"38860, Portland-South Portland, ME"
41420,"Salem, OR",8851,12.5,-4.0,-1.8,578.2,965.7,27.6,453.3,-287.8,150.0,-53.3,44.2,-282.9,153.8,364.9,648.7,1090.7,861.1,2778.7,438.1,913.0,179053,0.04943,"41420, Salem, OR"
42020,"San Luis Obispo-Paso Robles, CA",7806,3.1,45.4,14.8,264.4,342.7,111.3,573.8,-95.3,190.0,33.2,132.0,15.3,48.1,223.7,1406.2,4.3,547.7,2758.3,774.9,412.3,114949,0.06791,"42020, San Luis Obispo-Paso Robles, CA"
42100,"Santa Cruz-Watsonville, CA",7938,18.9,8.7,12.6,243.5,245.4,139.4,640.6,-50.8,169.9,40.2,125.1,42.4,75.6,245.2,1644.8,40.3,982.5,2080.9,933.4,299.5,116475,0.06815,"42100, Santa Cruz-Watsonville, CA"
42220,"Santa Rosa-Petaluma, CA",14645,4.6,20.7,23.4,616.3,736.8,247.8,1114.9,31.2,469.5,76.1,271.7,67.4,152.0,563.3,1918.7,142.6,2021.6,3993.2,1586.3,586.5,220390,0.06645,"42220, Santa Rosa-Petaluma, CA"
42540,"Scranton--Wilkes-Barre, PA",14727,3.2,85.6,48.8,746.7,1334.2,450.8,898.8,-132.7,255.7,258.7,36.7,-116.1,115.0,2118.3,636.9,2406.8,737.8,3570.6,1044.4,226.9,249687,0.05898,"42540, Scranton--Wilkes-Barre, PA"
43340,"Shreveport-Bossier City, LA",11991,18.2,920.3,50.0,1269.7,1083.3,392.8,399.8,517.2,627.9,227.6,382.5,-68.1,81.6,862.8,13.0,815.2,923.7,2808.2,401.2,263.9,172790,0.0694,"43340, Shreveport-Bossier City, LA"
44060,"Spokane-Spokane Valley, WA",5334,6.9,-20.3,-1.7,-63.3,1957.6,84.4,-659.9,397.7,-48.9,32.7,173.9,-463.1,271.9,503.6,-1403.9,-1338.7,1519.0,3180.8,752.3,453.5,238527,0.02236,"44060, Spokane-Spokane Valley, WA"
44700,"Stockton, CA",16002,12.7,14.4,35.1,775.8,1135.4,492.1,1156.5,-1044.7,382.6,125.4,301.9,42.8,185.4,868.3,2501.8,322.8,1359.1,4629.5,1747.8,957.2,297759,0.05374,"44700, Stockton, CA"
47300,"Visalia, CA",8620,5.7,28.1,18.1,273.3,757.6,208.2,646.7,-298.6,106.3,62.6,135.7,0.9,59.2,459.0,1631.0,179.7,652.4,2312.5,683.6,698.1,164271,0.05247,"47300, Visalia, CA"
13140,"Beaumont-Port Arthur, TX",4400,26.0,539.0,-18.2,1386.0,973.8,-19.4,-29.1,-152.7,53.2,-84.4,57.0,-378.7,26.1,-50.4,89.4,601.9,264.2,602.1,464.0,49.7,165560,0.02657,"13140, Beaumont-Port Arthur, TX"
14260,"Boise City, ID",-9610,-2.6,-45.0,-70.3,-1832.8,-55.4,-661.9,-1794.1,-401.0,288.1,-1339.1,-481.9,-676.3,-249.7,1045.7,-1293.0,-1097.1,-170.7,-969.8,483.7,-286.6,321981,-0.02985,"14260, Boise City, ID"
14540,"Bowling Green, KY",2968,4.7,14.6,-0.9,-40.8,670.3,46.5,-16.2,-101.6,73.5,-25.8,22.8,-1.0,79.4,403.3,236.1,335.7,5.1,1026.7,138.2,97.2,71545,0.04148,"14540, Bowling Green, KY"
17020,"Chico, CA",5465,21.8,10.3,12.7,169.9,150.2,102.8,355.4,-61.3,110.7,47.0,95.4,-4.0,33.3,145.0,1095.6,122.7,488.4,1570.7,684.2,314.2,84767,0.06447,"17020, Chico, CA"
20260,"Duluth, MN-WI",6874,7.2,-125.2,32.6,114.7,317.5,142.5,425.6,213.6,167.0,175.9,57.1,48.0,76.7,154.7,326.6,1427.4,616.5,1971.5,415.4,309.0,127885,0.05376,"20260, Duluth, MN-WI"
21500,"Erie, PA",7934,4.8,22.0,20.1,288.9,863.5,150.2,492.4,86.0,93.8,135.3,19.9,-28.0,30.5,808.3,348.5,1309.9,616.1,1928.5,654.8,89.0,119565,0.06636,"21500, Erie, PA"
21700,"Eureka-Arcata, CA",3451,31.0,1.9,6.6,83.4,109.5,30.2,249.2,-16.3,66.3,23.4,53.7,3.9,0.0,75.3,658.2,65.7,259.7,1027.0,393.1,329.5,47806,0.07219,"21700, Eureka-Arcata, CA"
21780,"Evansville, IN-KY",4959,2.5,133.6,-0.8,209.9,590.7,63.5,10.3,-189.4,247.1,-4.2,157.6,-6.8,-67.2,1171.9,262.8,745.3,40.4,984.1,589.5,18.4,149589,0.03315,"21780, Evansville, IN-KY"
22660,"Fort Collins, CO",4895,7.7,381.8,-11.0,416.5,314.1,-65.3,80.3,-149.1,209.0,11.1,23.0,-285.5,-97.4,363.8,1145.3,162.2,321.8,1395.6,404.3,267.0,158803,0.03083,"22660, Fort Collins, CO"
24580,"Green Bay, WI",5569,6.5,7.5,3.7,266.4,284.7,186.4,223.5,-197.0,35.6,393.0,-8.2,-72.9,-0.5,110.8,557.3,631.1,932.7,1704.0,166.9,337.0,162735,0.03422,"24580, Green Bay, WI"
26620,"Huntsville, AL",4518,4.1,13.0,-1.6,553.0,34.5,100.1,32.6,-9.9,89.8,6.4,54.6,-284.8,40.8,727.0,1212.4,658.5,184.6,759.6,281.4,61.6,187036,0.02415,"26620, Huntsville, AL"
27140,"Jackson, MS",3389,20.9,165.6,-31.4,7.9,892.8,-34.2,667.8,-784.3,414.6,263.8,188.8,-167.9,115.3,-80.1,-1661.4,1730.5,219.6,1023.7,87.4,350.0,243822,0.0139,"27140, Jackson, MS"
28420,"Kennewick-Richland, WA",1514,4.8,0.5,-7.1,-42.2,727.6,22.3,-257.4,187.8,-60.2,8.6,83.3,-537.5,58.9,277.6,-807.1,-520.7,518.0,1321.8,316.5,218.0,124984,0.01211,"28420, Kennewick-Richland, WA"
29340,"Lake Charles, LA",6977,8.2,153.6,24.1,1813.4,904.7,146.6,34.6,344.8,263.1,103.8,174.7,-63.2,30.7,304.7,-18.5,306.7,387.0,1675.0,166.1,216.6,88690,0.07867,"29340, Lake Charles, LA"
32780,"Medford, OR",4637,10.6,-9.2,-2.5,225.1,358.5,7.9,220.6,-143.9,163.1,-28.0,39.0,-131.0,86.6,116.3,275.1,490.1,706.5,1819.3,245.4,187.7,86671,0.0535,"32780, Medford, OR"
33660,"Mobile, AL",5397,9.7,56.6,-0.1,821.2,45.9,90.2,150.2,-7.5,94.6,19.7,131.1,-53.3,48.2,728.7,1194.8,675.6,109.2,805.5,421.7,54.7,170344,0.03168,"33660, Mobile, AL"
36500,"Olympia-Lacey-Tumwater, WA",2911,8.4,-2.9,-0.7,-32.9,636.0,18.3,-113.4,191.6,-46.5,-0.2,79.7,-226.2,83.9,254.8,-792.1,-511.3,857.6,1220.3,462.9,823.6,117513,0.02477,"36500, Olympia-Lacey-Tumwater, WA"
