cbsa,cbsa_name,X000,X01,X02,X03,X04,X05,X06,X07,X08,X09,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,total_workers,worker_to_jobloss_rate,cbsa_cbsaName
47920,"Washington Court House, OH",450,2.2,1.5,0.4,16.4,137.8,12.4,-2.7,-32.9,10.6,2.1,3.1,8.4,2.4,28.3,17.3,76.4,14.6,102.9,29.2,19.5,11394,0.03949,"47920, Washington Court House, OH"
48180,"Waycross, GA",316,4.4,-0.4,-0.5,11.3,51.8,10.3,-17.9,-42.9,10.4,5.5,12.1,-3.4,8.4,-34.2,-104.8,67.1,36.1,226.6,50.0,26.1,21581,0.01464,"48180, Waycross, GA"
12100,"Atlantic City-Hammonton, NJ",11323,0.0,-0.5,31.2,613.4,129.9,153.4,654.3,119.2,53.5,-57.7,193.7,44.7,21.0,492.1,-161.6,1436.8,471.3,6140.6,738.1,249.6,123441,0.09173,"12100, Atlantic City-Hammonton, NJ"
27980,"Kahului-Wailuku-Lahaina, HI",16492,0.0,-3.1,143.6,-99.3,246.3,444.7,2110.3,1528.2,413.2,-5.7,553.1,62.4,49.8,879.1,210.0,438.3,1209.5,7285.8,939.1,87.1,90327,0.18259,"27980, Kahului-Wailuku-Lahaina, HI"
35300,"New Haven-Milford, CT",22345,0.0,16.3,40.8,733.1,2348.3,622.6,2555.9,-545.7,1001.7,485.6,614.3,557.7,111.8,1157.3,-64.5,5340.2,1381.7,4245.6,1354.5,387.3,403507,0.05538,"35300, New Haven-Milford, CT"
39900,"Reno, NV",10942,0.0,-46.9,-49.9,1026.4,-444.3,-376.5,-333.4,-2388.0,449.7,-81.8,370.3,-181.2,303.4,998.4,1100.4,1010.6,1354.5,7720.4,254.8,255.2,225808,0.04846,"39900, Reno, NV"
41620,"Salt Lake City, UT",-14316,0.0,128.3,-123.0,-2390.7,-3413.1,-1116.9,-3314.3,-1588.7,575.2,-3307.2,260.0,-3980.7,-767.6,-945.3,5665.0,-2472.9,-945.8,2398.4,426.9,596.0,598963,-0.0239,"41620, Salt Lake City, UT"
48620,"Wichita, KS",13968,0.0,126.5,-4.7,-119.3,6408.7,86.5,494.5,-271.4,422.4,207.5,398.2,-90.8,252.7,732.1,331.7,1641.2,1312.2,1617.9,354.1,68.1,293932,0.04752,"48620, Wichita, KS"
29820,"Las Vegas-Henderson-Paradise, NV",93822,0.0,-71.2,-177.9,3551.2,-513.8,-890.0,-749.8,-2777.4,2585.8,-485.8,1902.2,-404.6,2223.8,6920.5,3713.4,3990.8,4928.8,68435.2,1017.2,623.5,974287,0.0963,"29820, Las Vegas-Henderson-Paradise, NV"
41740,"San Diego-Chula Vista-Carlsbad, CA",99857,0.0,65.8,98.0,3221.1,3392.2,1836.7,7611.3,-213.7,2583.0,597.7,2267.7,362.9,1233.1,5396.8,14495.0,589.0,11279.6,32862.9,10511.6,1666.3,1448343,0.06895,"41740, San Diego-Chula Vista-Carlsbad, CA"
41940,"San Jose-Sunnyvale-Santa Clara, CA",48015,0.0,51.9,60.5,1744.5,1470.5,1061.0,3931.7,-210.1,-1134.4,241.3,1128.0,779.8,875.5,3084.8,7658.7,418.6,5095.4,14752.8,5676.4,1328.3,972187,0.04939,"41940, San Jose-Sunnyvale-Santa Clara, CA"
46520,"Urban Honolulu, HI",58501,0.0,-12.8,760.8,-449.9,1544.3,2569.9,8735.0,6957.9,2926.8,-120.2,1677.9,544.0,666.0,4431.9,1430.0,2288.0,2934.1,16983.3,4302.6,331.7,376556,0.15536,"46520, Urban Honolulu, HI"
11060,"Altus, OK",213,0.0,94.9,0.4,5.1,16.9,5.3,-10.6,1.5,11.6,11.2,6.3,4.4,7.7,24.6,-40.9,61.0,7.0,0.0,3.7,3.0,8675,0.02455,"11060, Altus, OK"
11860,"Atchison, KS",228,0.0,1.7,-0.3,-3.3,73.7,-0.8,1.7,-10.3,5.9,10.5,7.2,-4.3,4.0,7.8,15.5,43.8,19.7,41.9,11.6,1.6,7409,0.03074,"11860, Atchison, KS"
13100,"Beatrice, NE",78,0.0,-0.4,0.0,3.6,-50.9,1.5,-10.8,5.9,12.1,18.2,1.8,-12.3,-1.4,20.0,-48.8,45.8,17.1,44.9,16.9,15.3,11726,0.00669,"13100, Beatrice, NE"
14180,"Blytheville, AR",-29,0.0,-0.5,0.5,0.3,-68.9,10.6,-22.7,5.5,7.7,-5.0,11.4,-2.1,0.7,-43.5,-111.5,79.0,7.3,80.3,-2.1,23.8,16296,-0.00179,"14180, Blytheville, AR"
14820,"Brevard, NC",293,0.0,-0.6,-0.5,-3.4,33.4,-0.2,-5.0,-17.6,-1.5,-2.4,2.3,-30.4,3.7,9.3,56.0,88.7,25.0,84.2,31.0,20.8,11736,0.02497,"14820, Brevard, NC"
18100,"Columbus, NE",1,0.0,-1.4,0.4,5.2,-120.7,5.9,-18.0,3.7,6.6,18.8,4.0,-16.2,-1.0,25.0,-57.6,17.8,17.8,71.0,25.6,14.1,17238,5e-05,"18100, Columbus, NE"
19540,"Decatur, IN",444,0.0,1.3,-0.1,16.4,89.8,6.3,-11.0,-18.7,37.6,5.6,14.5,-3.2,-2.7,78.0,16.4,87.5,1.7,71.1,53.6,-0.1,15382,0.02885,"19540, Decatur, IN"
19980,"Dodge City, KS",259,0.0,8.3,-0.7,-3.9,-36.1,5.6,4.2,-21.2,18.9,9.0,5.1,-1.6,3.5,9.6,10.0,67.8,74.3,91.9,9.1,5.0,15370,0.01683,"19980, Dodge City, KS"
20540,"Dyersburg, TN",260,0.0,0.1,-0.3,26.0,57.2,6.6,-7.8,-33.6,9.2,2.9,7.1,-22.5,2.1,2.2,28.6,96.5,14.5,96.5,4.4,-30.2,14935,0.01738,"20540, Dyersburg, TN"
23140,"Frankfort, IN",386,0.0,0.5,0.0,17.0,97.6,9.7,-12.5,-40.2,20.3,2.3,10.9,-8.2,-1.7,91.7,21.2,57.8,2.0,71.5,45.6,0.2,13968,0.02761,"23140, Frankfort, IN"
23240,"Fredericksburg, TX",300,0.0,26.5,-2.4,63.3,34.3,-1.7,5.4,-12.8,5.6,-9.0,0.4,-24.3,2.2,-1.1,8.4,64.4,34.9,76.5,26.3,2.8,10958,0.02734,"23240, Fredericksburg, TX"
23340,"Fremont, NE",72,0.0,-1.3,0.2,5.7,-92.8,10.9,22.0,17.5,11.3,22.0,2.6,-13.4,-2.5,36.6,-73.9,14.1,20.0,48.4,31.6,13.0,18765,0.00383,"23340, Fremont, NE"
25580,"Hastings, NE",175,0.0,-0.6,0.5,4.9,-23.9,3.8,21.4,11.1,13.0,19.3,2.1,-13.2,-2.0,26.7,-58.0,25.9,16.9,86.4,28.4,12.4,14953,0.01171,"25580, Hastings, NE"
25700,"Hays, KS",421,0.0,64.9,-0.1,-4.3,57.5,-4.4,-6.0,-18.1,21.8,15.5,15.8,-2.6,15.2,7.7,20.5,99.2,40.9,78.3,13.5,5.3,13248,0.03175,"25700, Hays, KS"
26700,"Huron, SD",6,0.0,-5.6,0.0,-21.8,-14.3,-0.4,-27.6,2.6,23.5,19.0,-0.5,-3.8,-0.3,-1.5,-52.4,46.3,7.7,45.7,-11.4,1.0,9303,0.00066,"26700, Huron, SD"
28380,"Kennett, MO",210,0.0,-0.9,1.6,3.0,44.5,11.5,6.2,-18.1,9.8,16.1,32.6,-3.1,6.6,-0.3,-74.3,78.2,11.6,59.1,10.2,15.7,11571,0.01815,"28380, Kennett, MO"
28780,"Kingsville, TX",319,0.0,93.6,-1.0,58.8,33.9,-1.9,-17.3,-8.7,1.7,-10.1,6.8,-16.5,2.1,-4.0,19.5,71.9,12.6,51.6,25.9,-0.1,12407,0.02571,"28780, Kingsville, TX"
28860,"Kirksville, MO",190,0.0,-0.8,1.1,2.9,20.1,5.8,3.2,-9.7,13.3,16.2,19.4,-1.0,7.8,4.1,-105.7,69.0,22.6,91.4,18.1,12.4,10782,0.01763,"28860, Kirksville, MO"
30060,"Lebanon, MO",244,0.0,-2.1,1.5,3.7,85.8,12.2,18.7,-19.3,11.5,17.1,21.8,-4.6,6.4,14.5,-62.4,29.3,18.0,70.2,9.9,11.6,13369,0.01823,"30060, Lebanon, MO"
30420,"Lexington, NE",-13,0.0,0.3,0.1,3.3,-106.1,3.5,-11.0,11.5,4.3,14.4,1.6,-6.6,-1.7,26.0,-49.6,3.4,12.8,54.5,14.3,12.2,12651,-0.00101,"30420, Lexington, NE"
30580,"Liberal, KS",168,0.0,27.4,-0.7,-2.7,-21.3,3.1,3.4,-17.2,7.5,5.8,4.6,-1.0,2.3,7.0,6.3,52.4,13.1,66.4,7.4,3.8,10838,0.01547,"30580, Liberal, KS"
32180,"Marshall, MO",233,0.0,-0.2,1.4,3.0,49.4,8.6,11.1,-3.5,14.9,14.4,14.1,-1.6,8.7,5.2,-59.5,53.1,21.0,69.7,12.5,10.5,10479,0.02223,"32180, Marshall, MO"
32340,"Maryville, MO",176,0.0,-1.3,0.8,2.4,43.3,5.7,2.2,-4.9,6.3,14.2,13.0,0.0,7.1,6.4,-82.1,51.8,22.3,61.4,13.0,14.5,8960,0.01965,"32340, Maryville, MO"
33580,"Mitchell, SD",35,0.0,-8.6,0.0,-42.0,-11.7,-0.4,-49.6,3.4,52.0,20.0,-0.7,-7.9,-0.1,-3.7,-65.1,61.7,6.5,94.8,-14.8,1.6,12179,0.00291,"33580, Mitchell, SD"
33620,"Moberly, MO",222,0.0,-1.1,2.0,3.4,27.9,8.9,11.8,-6.3,11.9,17.2,17.6,-1.4,30.6,4.3,-58.6,42.3,11.7,68.7,14.2,16.4,9947,0.02228,"33620, Moberly, MO"
37940,"Peru, IN",426,0.0,4.0,-0.1,19.7,99.6,6.3,-12.8,-21.9,17.5,6.0,12.5,-1.6,-2.6,62.4,29.3,70.0,3.8,79.4,55.5,-0.9,14968,0.02846,"37940, Peru, IN"
38380,"Plainview, TX",290,0.0,86.1,-2.1,53.5,20.0,-4.6,-6.2,-56.6,11.7,-5.3,6.3,-14.8,4.4,-2.9,7.3,58.0,18.7,67.6,42.8,6.3,14778,0.01964,"38380, Plainview, TX"
38780,"Portales, NM",276,0.0,20.2,0.8,22.3,3.0,4.2,2.2,-0.5,15.3,16.1,5.1,6.9,2.5,7.2,-5.1,53.7,9.1,82.2,23.0,7.9,7836,0.03524,"38780, Portales, NM"
38920,"Port Lavaca, TX",279,0.0,60.8,-0.9,83.4,57.4,-0.6,-0.6,-9.8,4.6,-4.3,1.8,-18.2,2.0,-5.3,4.6,24.0,11.3,44.1,21.3,3.3,8945,0.03117,"38920, Port Lavaca, TX"
39220,"Price, UT",-83,0.0,80.2,-15.3,-41.4,-21.4,-20.6,-65.4,-23.8,0.5,-23.6,2.3,-37.7,-5.5,-13.7,94.2,-58.4,-14.5,55.8,5.9,19.6,9871,-0.00839,"39220, Price, UT"
39700,"Raymondville, TX",136,0.0,24.8,-0.7,23.1,13.3,-1.1,-11.0,-5.7,1.6,-4.9,4.0,-9.9,1.1,-3.0,7.0,52.3,8.0,22.6,14.5,-0.1,6753,0.02016,"39700, Raymondville, TX"
40940,"Safford, AZ",-190,0.0,-192.2,-7.7,6.0,4.9,-10.2,-28.8,-26.2,17.7,-3.8,5.3,-19.7,2.1,25.8,-116.5,14.9,27.0,79.0,4.8,27.4,11873,-0.01603,"40940, Safford, AZ"
44020,"Spirit Lake, IA",348,0.0,-0.7,1.0,18.8,-6.8,10.2,4.2,4.2,11.1,2.1,2.3,7.2,2.9,3.1,87.4,88.6,18.4,83.0,4.6,6.6,8175,0.04259,"44020, Spirit Lake, IA"
44500,"Stephenville, TX",449,0.0,89.9,-2.8,79.1,78.2,-5.0,-6.8,-21.1,12.4,-12.0,2.1,-36.1,3.4,-7.6,32.1,85.7,26.9,82.8,43.5,4.3,17562,0.02556,"44500, Stephenville, TX"
44540,"Sterling, CO",252,0.0,50.4,-1.6,17.0,8.3,-8.1,-22.4,-14.1,6.1,4.3,1.8,-9.7,-6.9,11.5,43.3,26.9,5.5,76.2,19.6,43.7,9251,0.02722,"44540, Sterling, CO"
46820,"Vermillion, SD",-30,0.0,-2.4,0.1,-10.9,5.0,2.6,-11.8,7.6,14.3,6.8,0.8,-1.6,-0.1,-1.5,-91.2,13.3,2.8,39.8,-3.7,0.2,5462,-0.00548,"46820, Vermillion, SD"
46900,"Vernon, TX",150,0.0,26.0,-1.6,15.3,32.2,-0.2,-4.5,-5.6,5.9,-3.6,1.0,-7.5,0.9,-0.9,1.9,38.1,11.6,23.7,14.7,2.2,6179,0.02427,"46900, Vernon, TX"
47340,"Wabash, IN",409,0.0,2.0,-0.1,20.2,86.7,8.1,-11.1,-13.2,18.6,6.8,11.6,-1.4,-5.0,56.2,38.1,72.4,7.9,65.6,46.3,-0.6,14214,0.02877,"47340, Wabash, IN"
48100,"Wauchula, FL",193,0.0,-5.6,1.4,-0.6,10.2,8.0,10.2,2.4,3.8,-5.8,2.3,-23.1,4.0,23.2,-14.3,33.9,41.2,71.0,14.0,16.7,9014,0.0214,"48100, Wauchula, FL"
49460,"Yankton, SD",31,0.0,-4.6,0.1,-29.2,25.9,7.1,-25.6,8.5,22.5,16.0,1.7,-3.5,-0.1,-4.6,-68.4,32.4,8.4,57.3,-13.6,0.4,11492,0.00267,"49460, Yankton, SD"
49820,"Zapata, TX",153,0.0,81.4,-0.6,23.6,6.8,-0.6,-5.4,-5.6,2.0,-3.6,2.4,-3.9,0.6,-3.7,0.5,29.8,3.4,16.8,6.7,2.5,4096,0.0374,"49820, Zapata, TX"
10420,"Akron, OH",14294,0.0,80.4,10.3,444.0,1888.2,429.9,655.8,-306.8,400.2,67.9,123.9,560.4,258.7,1208.0,826.5,2441.6,687.7,3010.3,1157.8,349.4,325487,0.04392,"10420, Akron, OH"
11460,"Ann Arbor, MI",10795,0.0,-1.3,17.3,15.2,1373.8,245.6,647.1,86.2,378.2,-63.3,163.1,35.7,28.8,1069.5,1674.5,1609.8,538.7,2230.6,573.8,171.4,161683,0.06676,"11460, Ann Arbor, MI"
12700,"Barnstable Town, MA",7948,0.0,-4.5,18.8,194.2,98.6,119.4,663.4,268.1,75.5,59.8,29.5,-211.7,44.3,128.4,667.0,1230.9,952.7,2608.7,785.9,218.9,95722,0.08303,"12700, Barnstable Town, MA"
18880,"Crestview-Fort Walton Beach-Destin, FL",3820,0.0,4.3,12.0,-5.3,76.9,73.8,581.4,81.1,81.9,-78.2,73.5,-587.0,34.3,426.5,-93.9,281.2,446.0,2240.1,164.4,7.2,102408,0.0373,"18880, Crestview-Fort Walton Beach-Destin, FL"
19660,"Deltona-Daytona Beach-Ormond Beach, FL",8887,0.0,1.3,16.5,-15.1,66.0,275.3,746.9,275.2,251.3,-267.3,112.3,-924.0,147.0,1094.3,-182.1,968.1,1766.3,3815.9,469.5,269.7,258972,0.03432,"19660, Deltona-Daytona Beach-Ormond Beach, FL"
22420,"Flint, MI",11494,0.0,-5.4,14.3,28.4,2022.4,331.4,926.8,-11.9,327.4,-20.1,160.2,43.6,25.6,1240.2,394.2,2059.2,516.0,2498.4,666.3,277.2,159817,0.07192,"22420, Flint, MI"
26980,"Iowa City, IA",4637,0.0,-3.9,3.9,151.5,-115.0,61.3,119.1,63.8,118.1,0.2,20.2,80.4,35.6,54.2,2214.7,912.1,90.1,706.1,69.6,55.0,80173,0.05784,"26980, Iowa City, IA"
28020,"Kalamazoo-Portage, MI",9541,0.0,-2.3,16.1,25.2,1686.4,274.2,690.8,-137.5,182.8,14.9,139.0,-38.9,15.9,1023.8,580.8,1512.8,457.1,2212.6,699.2,187.7,146923,0.06494,"28020, Kalamazoo-Portage, MI"
28180,"Kapaa, HI",5931,0.0,-1.2,62.3,-39.1,100.5,131.9,716.6,505.7,209.6,-2.1,190.4,23.3,18.9,283.5,47.2,156.5,517.9,2664.4,284.4,60.9,32649,0.18167,"28180, Kapaa, HI"
29620,"Lansing-East Lansing, MI",13627,0.0,-2.9,31.5,29.4,1984.2,264.1,967.9,-148.3,343.8,-72.1,232.8,130.2,21.6,1366.8,1143.6,2260.6,469.9,2776.3,984.8,843.2,205129,0.06643,"29620, Lansing-East Lansing, MI"
33260,"Midland, TX",4549,0.0,3349.9,-7.8,385.2,155.9,-55.8,61.5,-156.2,65.1,-51.7,56.7,-163.0,29.0,-37.1,31.0,176.5,150.9,296.9,250.3,11.7,79273,0.05738,"33260, Midland, TX"
33700,"Modesto, CA",11521,0.0,17.0,38.4,585.0,1198.6,319.6,865.6,-693.4,173.9,77.8,199.3,0.8,121.9,501.9,2203.3,123.4,878.8,3332.4,1116.8,460.3,218439,0.05274,"33700, Modesto, CA"
34740,"Muskegon, MI",6020,0.0,3.4,7.1,12.7,2035.9,114.5,299.4,-33.2,148.1,6.4,42.5,8.6,6.3,534.9,145.5,927.9,204.1,1128.4,324.2,102.9,75844,0.07937,"34740, Muskegon, MI"
34940,"Naples-Marco Island, FL",6237,0.0,0.2,4.6,-9.9,-7.4,131.5,658.7,144.7,121.0,-142.7,72.4,-491.4,52.8,508.6,-111.5,533.8,1809.9,2440.9,393.0,127.3,143351,0.04351,"34940, Naples-Marco Island, FL"
36260,"Ogden-Clearfield, UT",-7283,0.0,51.0,-68.7,-1285.5,-2201.3,-482.4,-1569.2,-781.0,195.6,-1016.9,65.2,-1719.8,-254.5,-314.4,2470.2,-1257.8,-603.0,1037.3,198.3,254.0,293017,-0.02485,"36260, Ogden-Clearfield, UT"
36540,"Omaha-Council Bluffs, NE-IA",8500,0.0,-18.4,13.2,331.9,-548.6,265.5,544.1,544.8,562.5,829.8,190.8,-387.6,-121.0,1936.7,-870.2,358.8,807.4,2997.6,833.6,229.4,472085,0.01801,"36540, Omaha-Council Bluffs, NE-IA"
37340,"Palm Bay-Melbourne-Titusville, FL",7249,0.0,0.3,8.6,-11.4,155.4,247.4,581.9,341.0,219.0,-192.4,82.4,-1209.2,165.3,1182.1,-172.2,785.8,1477.8,2938.2,432.3,216.4,234476,0.03091,"37340, Palm Bay-Melbourne-Titusville, FL"
38940,"Port St. Lucie, FL",5648,0.0,3.1,24.7,-10.2,119.1,188.9,591.2,109.9,138.1,-145.2,65.8,-686.6,86.2,606.0,-186.8,762.3,1208.2,2143.4,401.4,228.1,179771,0.03142,"38940, Port St. Lucie, FL"
39740,"Reading, PA",12014,0.0,20.6,36.9,676.5,2143.7,355.3,795.0,77.4,155.5,195.8,71.6,-134.5,170.7,1575.9,435.7,1704.5,587.0,2285.0,737.6,123.6,202102,0.05944,"39740, Reading, PA"
40420,"Rockford, IL",10133,0.0,10.8,10.4,111.5,2586.4,210.0,498.6,-282.2,198.0,145.9,104.7,220.4,49.8,503.7,845.2,1213.0,651.3,2449.9,379.8,225.5,157730,0.06424,"40420, Rockford, IL"
41500,"Salinas, CA",11133,0.0,13.7,18.0,341.9,404.7,205.0,750.2,-122.3,240.0,55.1,169.8,27.3,92.1,352.7,1646.3,65.3,987.3,4317.9,1097.3,470.6,172311,0.06461,"41500, Salinas, CA"
42200,"Santa Maria-Santa Barbara, CA",12655,0.0,83.8,23.4,341.7,420.1,196.6,892.9,-45.0,286.4,71.2,210.2,83.8,131.6,465.1,2072.8,141.5,1144.8,4464.7,1297.7,372.0,179292,0.07058,"42200, Santa Maria-Santa Barbara, CA"
45940,"Trenton-Princeton, NJ",9469,0.0,7.9,15.9,517.5,78.5,397.9,719.7,62.9,207.3,-222.3,278.6,71.4,71.9,1005.4,48.0,2035.9,695.2,1938.7,1000.6,537.5,172836,0.05478,"45940, Trenton-Princeton, NJ"
46060,"Tucson, AZ",2272,0.0,-223.9,-106.7,214.1,-263.2,-369.0,-124.7,-1385.4,870.1,-249.5,309.5,-1542.1,135.8,2526.2,-2293.2,186.8,1040.8,2767.9,424.3,354.3,380212,0.00598,"46060, Tucson, AZ"
46700,"Vallejo, CA",12603,0.0,44.2,24.1,565.6,748.3,228.5,1007.9,1.6,240.8,160.4,221.0,20.1,143.6,671.0,1702.9,182.0,1257.4,3418.3,1300.8,664.9,199764,0.06309,"46700, Vallejo, CA"
11180,"Ames, IA",2124,0.0,-3.4,1.8,85.3,-26.0,36.5,13.6,20.9,70.2,-1.3,10.1,24.1,25.2,1.5,1051.3,348.8,68.1,334.0,27.5,36.0,38900,0.05461,"11180, Ames, IA"
12980,"Battle Creek, MI",4002,0.0,-2.3,4.8,7.4,1074.9,84.0,189.1,-45.7,56.5,-1.6,29.8,0.6,5.7,361.8,130.2,620.0,152.6,971.7,267.9,94.9,55167,0.07254,"12980, Battle Creek, MI"
14010,"Bloomington, IL",5126,0.0,7.2,7.7,51.2,270.3,27.1,353.1,-32.9,69.3,414.7,80.5,165.8,44.2,159.5,835.5,487.6,301.1,1532.6,182.2,169.2,85350,0.06006,"14010, Bloomington, IL"
15540,"Burlington-South Burlington, VT",4105,0.0,-6.8,32.0,450.6,-184.3,301.8,797.0,80.9,293.9,25.8,57.3,-93.2,9.7,61.6,-961.8,757.5,372.3,1763.2,30.9,316.0,111537,0.0368,"15540, Burlington-South Burlington, VT"
16100,"Carlsbad-Artesia, NM",2587,0.0,1620.4,3.1,147.8,43.3,4.5,36.7,-19.7,48.8,58.9,39.3,33.5,6.1,31.9,-17.1,115.1,18.2,281.8,77.0,57.1,25827,0.10015,"16100, Carlsbad-Artesia, NM"
18580,"Corpus Christi, TX",5286,0.0,977.3,-23.1,1231.1,495.9,-2.9,22.8,-176.2,114.1,-79.8,81.9,-354.4,42.9,18.9,140.8,769.0,406.2,1102.6,488.4,30.4,180466,0.02929,"18580, Corpus Christi, TX"
20700,"East Stroudsburg, PA",4436,0.0,11.7,8.8,211.1,156.2,90.0,232.6,42.1,76.9,42.5,-2.4,-50.7,27.8,589.3,151.8,496.9,368.3,1665.5,276.3,41.7,66669,0.06654,"20700, East Stroudsburg, PA"
20940,"El Centro, CA",3872,0.0,28.8,23.8,129.7,131.0,72.1,435.2,-88.0,77.2,24.8,63.3,8.8,22.5,156.1,633.8,48.4,245.7,1187.0,286.6,385.8,70961,0.05457,"20940, El Centro, CA"
21140,"Elkhart-Goshen, IN",3057,0.0,7.1,0.3,87.3,1350.0,55.3,-91.0,-75.2,105.2,14.0,81.9,6.1,-44.8,527.4,81.7,242.4,23.7,447.4,241.9,-3.8,99637,0.03068,"21140, Elkhart-Goshen, IN"
21340,"El Paso, TX",6912,0.0,671.5,-39.1,1232.2,731.9,34.2,456.0,-828.6,304.6,-201.9,137.4,-560.1,59.5,501.7,275.6,1032.5,650.3,1764.0,740.5,-50.1,321454,0.0215,"21340, El Paso, TX"
25500,"Harrisonburg, VA",2644,0.0,-4.9,-0.6,52.1,161.1,30.9,-2.9,-59.9,78.1,75.9,17.3,-81.1,17.9,156.1,426.2,305.9,215.9,1078.3,126.5,51.3,62746,0.04214,"25500, Harrisonburg, VA"
26020,"Hobbs, NM",2823,0.0,1773.7,3.8,160.8,31.4,6.2,44.6,-24.9,56.0,61.8,50.0,26.1,8.0,30.0,-23.4,125.9,32.5,311.5,89.6,59.2,28909,0.09764,"26020, Hobbs, NM"
26090,"Holland, MI",3800,0.0,-0.2,7.1,14.4,1049.1,144.5,210.6,-10.2,57.5,15.6,39.5,16.4,6.8,383.7,115.0,453.3,247.7,764.8,209.1,74.8,58092,0.06541,"26090, Holland, MI"
26380,"Houma-Thibodaux, LA",6359,0.0,865.2,23.2,980.1,580.3,179.1,33.1,834.0,176.8,105.8,254.2,-33.5,24.3,290.6,-4.5,336.4,305.1,1091.4,181.1,136.2,85531,0.07435,"26380, Houma-Thibodaux, LA"
27100,"Jackson, MI",4403,0.0,3.0,29.2,10.3,1146.1,89.8,259.6,-13.9,85.3,4.8,42.8,-9.9,7.7,440.0,182.4,680.6,148.2,867.8,278.2,151.4,62984,0.06991,"27100, Jackson, MI"
28580,"Key West, FL",2289,0.0,0.0,12.2,-2.1,12.4,48.6,191.4,108.4,22.9,-29.1,34.9,-123.2,16.9,134.4,-27.3,78.7,273.6,1415.5,93.1,27.6,40200,0.05693,"28580, Key West, FL"
29420,"Lake Havasu City-Kingman, AZ",919,0.0,-11.8,-25.3,46.7,15.8,-71.5,-183.1,-287.6,110.4,-35.8,51.2,-155.3,16.1,310.4,-312.9,11.2,141.9,1151.9,36.3,110.1,70359,0.01306,"29420, Lake Havasu City-Kingman, AZ"
32580,"McAllen-Edinburg-Mission, TX",6370,0.0,1041.8,-24.7,1317.9,554.5,13.0,524.1,-418.2,207.8,-176.0,59.9,-301.9,29.1,-32.9,162.4,1371.5,524.1,959.4,464.6,93.9,280788,0.02269,"32580, McAllen-Edinburg-Mission, TX"
32900,"Merced, CA",5369,0.0,10.5,17.3,230.3,595.7,109.6,363.1,-250.8,92.2,31.5,79.8,11.2,66.3,169.9,1175.2,113.7,353.3,1460.3,437.7,302.0,98801,0.05434,"32900, Merced, CA"
