cbsa,cbsa_name,X000,X01,X02,X03,X04,X05,X06,X07,X08,X09,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,total_workers,worker_to_jobloss_rate,cbsa_cbsaName
47380,"Waco, TX",2370,0.0,150.9,-11.2,475.5,355.6,-29.6,-2.7,-158.5,88.5,-96.1,40.5,-169.2,24.3,44.6,193.4,498.9,196.6,459.0,277.2,32.0,114478,0.0207,"47380, Waco, TX"
48220,"Weatherford, OK",449,0.0,312.6,0.5,10.1,14.2,7.8,-10.7,1.7,16.5,13.7,10.0,7.4,4.2,27.0,-49.0,51.8,20.6,0.0,6.5,4.0,10373,0.04327,"48220, Weatherford, OK"
48660,"Wichita Falls, TX",1554,0.0,301.1,-4.4,171.0,267.3,0.1,27.8,-78.3,38.5,-36.7,14.7,-94.6,1.0,-9.4,50.4,315.6,161.6,281.8,181.4,-34.7,57388,0.02709,"48660, Wichita Falls, TX"
48820,"Willmar, MN",1053,0.0,0.0,3.4,17.8,90.7,39.9,67.4,27.2,43.7,18.6,7.2,5.5,36.4,34.4,22.0,286.3,48.0,216.4,56.1,32.5,23060,0.04568,"48820, Willmar, MN"
49260,"Woodward, OK",475,0.0,383.9,0.5,9.2,-10.3,-1.0,-13.9,0.1,12.4,14.1,8.2,0.9,10.0,20.4,-28.9,49.1,7.2,-1.9,8.9,6.3,9251,0.05137,"49260, Woodward, OK"
49740,"Yuma, AZ",164,0.0,-13.8,-28.5,32.5,-21.3,-76.8,-123.2,-234.7,77.5,-24.0,41.3,-182.6,18.0,311.7,-302.3,24.2,180.6,385.2,57.2,42.8,64366,0.00254,"49740, Yuma, AZ"
10940,"Alma, MI",1058,0.0,0.9,1.5,2.5,201.9,25.2,49.5,-4.4,16.5,1.0,10.9,2.8,2.4,81.6,68.8,218.9,27.6,247.7,54.8,48.1,15024,0.07043,"10940, Alma, MI"
10980,"Alpena, MI",800,0.0,-3.0,1.9,2.7,131.9,20.0,55.4,1.2,19.0,-0.4,7.8,3.4,0.7,52.4,21.0,145.9,42.4,203.0,60.2,34.8,11670,0.06858,"10980, Alpena, MI"
11580,"Arcadia, FL",301,0.0,-1.5,1.0,-0.9,7.3,11.0,13.8,3.8,8.0,-6.4,3.6,-33.6,4.5,35.0,-16.7,49.9,51.9,130.4,20.9,18.5,11969,0.02512,"11580, Arcadia, FL"
13300,"Beeville, TX",319,0.0,131.4,-0.8,51.2,29.4,-3.1,-23.1,-11.0,7.2,-2.1,0.7,-15.8,2.4,-2.7,3.2,58.7,12.1,46.6,29.0,5.2,10621,0.02999,"13300, Beeville, TX"
13660,"Big Rapids, MI",966,0.0,-0.7,2.0,3.0,203.0,20.9,52.2,-5.6,19.9,1.4,11.3,3.2,2.1,90.2,67.7,154.6,44.4,200.7,66.1,29.4,14928,0.0647,"13660, Big Rapids, MI"
14420,"Borger, TX",347,0.0,184.2,-1.6,62.0,20.2,-4.2,-10.8,-10.4,5.1,-3.9,1.6,-11.0,0.9,-3.0,1.4,31.8,14.1,37.4,31.0,2.5,8645,0.04017,"14420, Borger, TX"
15100,"Brookings, SD",-88,0.0,-12.2,0.1,-43.0,-22.1,-0.3,-42.5,3.8,33.9,20.9,-1.1,-10.5,-0.2,-2.3,-180.5,52.1,15.2,117.8,-18.7,1.2,15515,-0.0057,"15100, Brookings, SD"
15340,"Bucyrus-Galion, OH",899,0.0,2.3,1.2,29.3,222.2,7.2,25.8,-6.4,11.1,9.1,4.0,18.8,4.4,61.1,33.9,182.4,32.4,167.1,66.2,27.1,19318,0.04656,"15340, Bucyrus-Galion, OH"
16140,"Carroll, IA",449,0.0,-0.5,0.9,24.6,-11.3,18.4,-5.7,11.6,14.0,8.7,2.1,9.6,3.9,-1.2,101.0,167.8,10.7,76.4,9.2,9.2,10933,0.04111,"16140, Carroll, IA"
17500,"Clewiston, FL",311,0.0,1.0,1.1,-1.0,11.8,12.9,10.5,11.8,11.4,-5.2,2.9,-33.2,0.0,36.4,-22.3,52.6,56.5,127.6,15.4,21.0,14487,0.02147,"17500, Clewiston, FL"
17580,"Clovis, NM",762,0.0,38.8,1.4,59.1,7.4,14.1,5.6,-0.9,31.1,50.7,13.1,16.4,19.1,27.6,-8.6,148.8,19.9,239.9,61.7,17.0,18393,0.04144,"17580, Clovis, NM"
18620,"Corsicana, TX",464,0.0,46.4,-2.7,113.7,132.3,-9.3,-34.2,-39.7,15.8,-8.1,4.1,-35.6,0.0,-5.0,6.7,114.5,35.2,75.2,48.1,6.9,21491,0.0216,"18620, Corsicana, TX"
18780,"Craig, CO",310,0.0,135.4,-6.4,21.6,2.6,-3.3,-9.3,-4.0,5.0,1.9,-0.2,-3.5,-2.9,7.7,25.1,7.3,19.5,75.2,18.5,19.2,6720,0.04606,"18780, Craig, CO"
18820,"Crawfordsville, IN",429,0.0,1.2,-0.1,21.7,103.1,11.3,-17.4,-58.8,22.6,3.0,11.6,-8.5,-2.7,98.9,31.0,71.7,3.6,89.6,46.8,0.2,16798,0.02553,"18820, Crawfordsville, IN"
19940,"Dixon, IL",899,0.0,6.1,1.1,11.6,157.5,18.9,45.0,-27.6,16.7,18.5,11.1,23.1,4.7,22.7,93.0,155.2,34.4,232.3,37.0,37.8,16060,0.05599,"19940, Dixon, IL"
21380,"Emporia, KS",545,0.0,9.4,-2.0,-4.6,160.2,0.8,-12.2,-20.0,21.7,12.2,21.5,-7.0,5.3,44.5,31.1,128.3,49.8,85.7,14.3,6.4,16907,0.03226,"21380, Emporia, KS"
21740,"Evanston, WY",510,0.0,133.7,3.0,92.7,10.3,5.8,-4.6,8.6,46.1,9.7,17.5,-8.7,0.1,-3.6,89.7,34.0,-5.3,64.6,1.7,15.0,8471,0.06024,"21740, Evanston, WY"
21840,"Fairfield, IA",280,0.0,-0.6,0.5,12.5,-11.8,10.0,-4.2,5.5,15.7,-1.0,1.7,11.0,4.1,3.6,107.1,62.7,7.2,45.5,4.9,6.0,6919,0.04052,"21840, Fairfield, IA"
21860,"Fairmont, MN",423,0.0,-0.3,1.4,6.3,0.6,23.7,28.6,12.2,16.1,16.2,3.7,-0.1,4.9,12.9,9.9,114.7,13.9,119.9,17.8,20.4,9971,0.04241,"21860, Fairmont, MN"
21900,"Fairmont, WV",890,0.0,40.1,9.2,134.6,18.5,31.5,23.2,36.5,26.3,17.6,5.9,3.9,-9.7,83.6,89.2,104.1,-17.0,197.2,67.3,27.8,23720,0.03751,"21900, Fairmont, WV"
21980,"Fallon, NV",305,0.0,-35.4,-7.5,54.2,-39.3,-11.5,-46.1,-81.5,27.2,-4.4,10.6,-6.6,6.6,33.9,49.4,39.1,77.4,211.5,11.1,17.0,10383,0.0294,"21980, Fallon, NV"
22700,"Fort Dodge, IA",694,0.0,-2.8,0.6,46.3,-49.7,16.2,19.7,14.8,43.8,2.9,2.7,11.4,7.0,-2.2,194.2,215.1,18.3,131.4,6.7,17.3,15855,0.04376,"22700, Fort Dodge, IA"
22780,"Fort Leonard Wood, MO",298,0.0,0.5,1.2,3.4,24.8,5.3,32.6,-5.1,13.7,19.9,26.7,-0.6,7.2,3.2,-95.8,43.8,17.8,184.8,22.0,-7.3,12526,0.02379,"22780, Fort Leonard Wood, MO"
22820,"Fort Morgan, CO",465,0.0,139.4,-3.1,35.5,60.5,-12.0,-27.9,-17.5,18.7,6.3,2.0,-16.5,-6.0,24.5,57.0,33.4,12.0,102.6,21.4,34.4,15478,0.03005,"22820, Fort Morgan, CO"
23780,"Garden City, KS",378,0.0,30.5,-1.7,-6.4,-26.4,9.0,6.9,-32.7,11.4,17.5,10.0,-2.1,5.9,10.1,13.5,114.1,66.3,126.7,15.4,9.6,20014,0.01888,"23780, Garden City, KS"
24260,"Grand Island, NE",39,0.0,-2.8,0.4,12.9,-414.8,23.6,17.8,-7.8,29.3,52.9,12.1,-42.8,-5.6,104.6,-167.5,54.2,63.7,211.2,57.8,40.0,41714,0.00094,"24260, Grand Island, NE"
24460,"Great Bend, KS",419,0.0,74.5,-0.9,-5.2,108.8,-1.0,-6.0,-15.2,6.6,17.4,8.9,-8.7,6.8,9.4,13.2,98.9,38.6,57.2,11.5,3.9,12736,0.03286,"24460, Great Bend, KS"
25100,"Guymon, OK",186,0.0,132.4,0.5,7.9,-10.4,-0.7,-12.2,0.0,19.9,12.3,2.6,0.7,17.3,12.0,-31.4,23.4,5.0,-1.3,3.7,4.4,8864,0.02099,"25100, Guymon, OK"
25300,"Hannibal, MO",417,0.0,-7.6,2.0,6.5,39.9,14.9,6.5,-19.2,16.4,33.8,25.0,-1.7,11.1,10.8,-81.4,122.3,49.5,138.0,25.3,24.7,18248,0.02283,"25300, Hannibal, MO"
25720,"Heber, UT",-307,0.0,9.9,-7.1,-91.7,-39.9,-26.1,-110.8,-29.1,0.9,-40.7,11.0,-92.0,-10.9,-25.4,136.1,-65.9,-90.4,140.2,7.6,17.3,15928,-0.01927,"25720, Heber, UT"
26540,"Huntington, IN",542,0.0,1.8,-0.2,22.6,89.9,7.4,-12.6,-20.6,46.1,7.5,16.8,-3.6,-5.1,108.4,20.9,99.0,2.7,90.3,71.0,-0.1,17868,0.03035,"26540, Huntington, IN"
26780,"Hutchinson, MN",831,0.0,0.0,2.3,15.0,105.4,28.4,52.9,24.7,34.1,16.0,8.3,5.1,31.8,28.1,16.9,162.1,47.1,185.9,42.1,24.4,18511,0.04489,"26780, Hutchinson, MN"
27420,"Jamestown, ND",380,0.0,9.9,2.1,26.3,45.8,18.9,-14.0,19.2,1.7,9.2,1.1,32.2,0.2,17.1,-12.4,116.9,10.2,75.0,10.1,10.3,10834,0.03506,"27420, Jamestown, ND"
27600,"Jefferson, GA",382,0.0,-0.6,-1.1,16.6,119.6,24.9,53.1,-105.3,17.8,3.1,30.6,-13.2,28.4,-63.5,-145.7,33.4,52.2,246.2,58.2,26.9,27840,0.01371,"27600, Jefferson, GA"
28260,"Kearney, NE",324,0.0,-2.2,0.3,7.6,-33.1,7.0,36.7,20.7,24.0,36.3,4.2,-30.1,-8.0,43.4,-116.8,42.6,34.6,172.7,57.2,26.5,26388,0.01227,"28260, Kearney, NE"
28500,"Kerrville, TX",549,0.0,56.3,-2.8,107.0,53.2,-2.8,10.4,-24.6,13.4,-14.4,1.0,-44.9,5.4,-2.3,16.4,121.8,51.0,126.3,73.0,5.4,20221,0.02715,"28500, Kerrville, TX"
29500,"Lamesa, TX",181,0.0,116.4,-0.8,24.3,8.9,-1.9,-8.0,-9.1,2.8,-2.2,0.1,-6.8,0.6,-0.1,-0.4,15.2,4.5,21.5,12.5,2.9,5131,0.03519,"29500, Lamesa, TX"
30220,"Levelland, TX",410,0.0,246.9,-1.0,46.7,7.1,-2.7,-3.9,-25.6,9.5,-4.1,4.1,-11.0,2.2,-2.0,6.6,36.4,11.1,40.1,46.8,2.7,10217,0.04011,"30220, Levelland, TX"
30280,"Lewisburg, TN",295,0.0,1.3,-0.4,29.0,105.4,7.9,10.1,-19.4,14.7,2.4,5.7,-47.8,8.7,3.0,21.1,62.2,18.0,92.5,7.6,-26.8,15149,0.0195,"30280, Lewisburg, TN"
30660,"Lincoln, IL",653,0.0,6.3,0.9,8.1,75.8,5.2,36.3,-8.7,12.5,16.3,9.4,16.2,2.7,13.8,79.1,97.0,29.9,180.8,30.0,41.2,10897,0.05992,"30660, Lincoln, IL"
30900,"Logansport, IN",544,0.0,1.1,-0.1,20.6,185.6,4.1,-9.4,-21.9,24.1,3.5,11.4,0.1,-3.1,100.4,18.8,67.5,1.7,95.4,44.7,-0.9,17357,0.03132,"30900, Logansport, IN"
31220,"Ludington, MI",902,0.0,-2.1,1.2,2.5,201.6,15.0,63.7,-2.5,17.9,-0.3,8.0,0.3,0.8,82.4,25.0,129.3,31.8,224.9,61.3,40.8,12590,0.07162,"31220, Ludington, MI"
31380,"Macomb, IL",723,0.0,1.1,0.7,7.0,76.9,12.5,31.2,-9.0,9.8,12.5,7.8,12.3,1.8,7.6,142.8,104.9,26.1,219.3,25.1,32.5,11802,0.06127,"31380, Macomb, IL"
31740,"Manhattan, KS",1229,0.0,11.0,-1.5,-14.7,226.8,0.5,88.8,-31.8,32.3,44.0,44.0,-6.4,13.0,54.6,207.3,201.9,76.8,238.9,53.0,-10.1,35872,0.03425,"31740, Manhattan, KS"
31980,"Marion, IN",771,0.0,2.5,-0.3,27.7,119.1,10.3,-24.3,-52.4,39.9,11.5,26.7,-3.0,-7.6,146.2,77.0,158.7,8.5,152.5,79.5,-1.1,26207,0.02944,"31980, Marion, IN"
32140,"Marshall, MN",605,0.0,-0.5,1.7,8.8,48.8,13.8,32.4,20.9,17.0,44.1,5.3,3.6,29.0,9.8,21.7,151.5,24.5,129.6,20.7,22.5,12972,0.04667,"32140, Marshall, MN"
33420,"Mineral Wells, TX",317,0.0,107.1,-2.2,47.3,68.7,-2.5,-3.5,-15.0,6.4,-6.1,1.1,-18.7,1.7,-3.2,12.2,44.0,13.7,44.7,19.3,2.7,9676,0.03281,"33420, Mineral Wells, TX"
34700,"Muscatine, IA",767,0.0,-0.8,4.2,45.7,4.4,18.7,-10.9,35.0,21.0,4.2,8.5,19.3,24.1,23.5,226.6,158.5,14.3,146.6,10.1,14.0,21324,0.03598,"34700, Muscatine, IA"
34780,"Muskogee, OK",635,0.0,67.5,0.9,19.8,198.1,22.6,-67.2,6.3,42.1,26.8,26.1,4.6,18.3,112.1,-88.8,182.5,38.1,-14.8,21.0,19.4,24414,0.02602,"34780, Muskogee, OK"
35460,"Newport, TN",442,0.0,-3.9,-0.7,22.2,78.3,0.8,32.2,-16.2,5.0,0.6,4.9,-30.7,4.3,3.1,23.2,58.8,72.2,197.3,11.5,-20.5,14713,0.03007,"35460, Newport, TN"
35580,"New Ulm, MN",577,0.0,-0.2,2.0,9.7,61.5,12.5,27.6,28.4,28.7,20.3,3.2,6.0,13.6,6.5,13.2,142.7,22.4,137.2,23.1,18.8,12087,0.04774,"35580, New Ulm, MN"
35700,"Nogales, AZ",-177,0.0,-17.9,-3.5,6.2,-8.7,-56.3,-25.8,-206.8,18.8,-3.0,11.1,-31.4,2.3,63.0,-98.0,3.8,27.1,116.2,13.2,13.0,16344,-0.01081,"35700, Nogales, AZ"
35740,"Norfolk, NE",113,0.0,-2.0,0.2,7.9,-102.6,11.8,-29.2,9.7,19.5,38.3,7.2,-26.3,-2.3,41.5,-101.5,38.5,19.0,118.5,43.9,21.3,25409,0.00446,"35740, Norfolk, NE"
35820,"North Platte, NE",149,0.0,0.4,0.3,4.1,-16.5,4.2,-17.9,24.3,9.7,22.5,3.7,-11.9,-1.2,21.4,-73.0,6.7,20.2,109.3,21.2,21.4,14738,0.01012,"35820, North Platte, NE"
36380,"Okeechobee, FL",349,0.0,1.0,2.0,-1.0,12.5,14.1,11.6,16.0,11.1,-7.6,3.6,-53.0,0.0,38.6,-21.5,65.8,76.2,136.3,20.4,22.6,14204,0.02457,"36380, Okeechobee, FL"
36820,"Oskaloosa, IA",396,0.0,-0.8,1.1,24.7,-38.9,11.7,-5.8,10.0,22.1,-0.7,1.7,9.6,3.5,4.4,141.2,114.6,9.8,73.6,6.2,8.4,11294,0.0351,"36820, Oskaloosa, IA"
36900,"Ottumwa, IA",735,0.0,-1.2,3.0,41.4,-59.9,21.7,-11.6,23.5,31.3,-1.3,4.8,18.3,5.9,12.8,241.0,208.4,21.7,149.5,10.1,16.0,20455,0.03596,"36900, Ottumwa, IA"
37420,"Pampa, TX",275,0.0,137.7,-0.9,41.1,22.2,-4.6,-11.8,-13.0,6.2,-3.7,2.2,-10.5,2.0,-4.2,1.3,36.7,16.6,33.2,21.0,3.9,8544,0.03221,"37420, Pampa, TX"
37740,"Payson, AZ",122,0.0,-40.3,-6.8,12.7,13.6,-14.4,-48.3,-54.5,33.0,-10.8,14.9,-42.1,3.7,61.6,-103.9,23.1,77.1,149.7,6.7,47.2,17388,0.00703,"37740, Payson, AZ"
37780,"Pecos, TX",272,0.0,169.3,-1.0,42.5,5.8,-4.0,-8.5,-15.2,1.0,-2.1,4.8,-7.8,0.8,1.3,1.4,11.4,7.8,50.9,9.7,3.4,5909,0.04596,"37780, Pecos, TX"
37800,"Pella, IA",679,0.0,-0.9,1.2,35.8,25.3,13.1,2.5,11.9,25.8,-3.0,4.6,19.8,6.9,8.6,209.7,160.8,27.9,105.8,10.1,12.6,16767,0.04047,"37800, Pella, IA"
38620,"Ponca City, OK",614,0.0,223.0,0.2,14.4,113.9,5.6,-26.7,3.6,26.6,17.6,10.2,3.9,0.0,73.5,-60.8,125.2,61.2,0.7,14.8,7.0,17631,0.03481,"38620, Ponca City, OK"
38700,"Pontiac, IL",880,0.0,2.0,1.6,14.9,123.5,18.3,45.2,-15.2,33.8,27.5,12.1,14.4,3.9,24.0,88.7,138.0,43.1,231.6,33.0,39.4,15520,0.05668,"38700, Pontiac, IL"
40100,"Rio Grande City-Roma, TX",502,0.0,98.2,-1.4,120.1,38.2,-3.9,-35.6,-21.2,9.4,-17.2,4.2,-23.3,1.7,-23.9,4.3,224.6,17.1,75.1,26.8,9.2,23222,0.02163,"40100, Rio Grande City-Roma, TX"
42300,"Sault Ste. Marie, MI",1008,0.0,-8.8,2.5,2.3,78.1,15.9,70.8,3.8,21.6,3.1,7.0,3.0,0.4,39.0,38.6,149.6,165.7,246.0,44.1,125.3,13141,0.07669,"42300, Sault Ste. Marie, MI"
42420,"Scottsbluff, NE",234,0.0,-0.8,0.5,5.2,-12.9,3.8,-12.2,22.4,23.9,27.9,3.6,-10.7,-1.6,48.0,-81.2,24.5,13.0,122.3,31.7,26.6,18134,0.01291,"42420, Scottsbluff, NE"
42740,"Sedalia, MO",444,0.0,-0.9,1.2,5.1,88.9,13.6,19.5,-8.2,29.8,19.4,38.6,-4.6,16.2,13.9,-103.7,85.4,31.2,142.6,38.7,17.4,19016,0.02335,"42740, Sedalia, MO"
43980,"Spencer, IA",363,0.0,-0.3,1.8,18.9,-4.7,14.0,4.5,5.7,22.6,1.8,2.5,6.4,3.8,2.3,84.4,114.4,13.1,60.6,5.0,6.1,8183,0.04433,"43980, Spencer, IA"
44460,"Steamboat Springs, CO",561,0.0,44.5,-1.7,37.2,3.8,-4.4,-17.0,-5.9,13.5,3.7,-1.0,-12.7,-6.2,21.4,47.7,11.1,149.5,213.0,38.0,26.9,13133,0.04275,"44460, Steamboat Springs, CO"
44740,"Storm Lake, IA",318,0.0,-0.3,1.0,13.6,-24.6,7.0,-3.4,7.2,8.3,3.3,1.4,7.2,1.7,-1.3,123.4,85.6,6.0,72.5,4.6,5.2,9344,0.03406,"44740, Storm Lake, IA"
45140,"Tahlequah, OK",318,0.0,45.9,0.6,12.4,47.7,8.4,-34.0,-4.8,21.7,8.2,20.9,0.8,14.8,63.5,-86.6,120.7,41.0,-2.6,15.3,23.7,17779,0.01786,"45140, Tahlequah, OK"
45380,"Taylorville, IL",888,0.0,10.1,2.2,12.8,110.8,8.2,50.9,-8.6,19.6,25.0,10.5,20.3,3.2,26.0,93.8,151.9,40.8,221.7,33.4,55.6,15186,0.05848,"45380, Taylorville, IL"
47240,"Vineyard Haven, MA",555,0.0,-0.1,1.8,19.9,8.3,7.5,48.0,24.3,6.4,4.3,2.0,-9.5,0.0,10.7,53.1,63.8,67.8,149.6,69.3,27.7,6963,0.0797,"47240, Vineyard Haven, MA"
47660,"Warrensburg, MO",363,0.0,-1.1,1.5,8.5,48.9,11.9,36.9,-15.2,22.7,30.8,41.6,-5.1,0.0,12.4,-156.7,100.1,39.5,154.3,29.2,2.7,19932,0.01821,"47660, Warrensburg, MO"
49080,"Winnemucca, NV",39,0.0,-202.1,-5.1,19.1,-11.2,-7.9,-33.0,-26.4,10.7,-1.9,3.5,-2.8,7.1,13.1,33.3,16.1,24.1,184.9,6.5,10.5,7232,0.00533,"49080, Winnemucca, NV"
49380,"Worthington, MN",367,0.0,-0.6,1.2,5.8,1.5,13.6,29.2,16.3,12.5,11.5,3.2,-0.2,2.9,9.5,10.0,105.9,9.9,100.1,22.3,12.6,11407,0.03218,"49380, Worthington, MN"
17980,"Columbus, GA-AL",2072,2.0,2.7,-0.5,108.2,326.8,37.4,33.3,-183.9,86.0,-19.4,91.1,-47.7,153.0,-185.1,-203.4,300.1,211.4,1164.4,231.5,-36.0,107042,0.01935,"17980, Columbus, GA-AL"
14660,"Brainerd, MN",2220,2.0,3.4,7.1,40.4,162.2,48.2,127.2,44.2,66.7,57.9,28.6,22.9,21.6,48.3,57.6,385.3,137.7,765.7,109.5,83.5,39906,0.05563,"14660, Brainerd, MN"
31420,"Macon-Bibb County, GA",1514,2.0,-22.0,-2.1,34.9,297.1,33.1,39.9,-230.5,84.3,58.6,62.8,-10.3,141.6,-256.5,-378.6,229.9,158.7,995.9,184.3,90.5,90945,0.01664,"31420, Macon-Bibb County, GA"
32020,"Marion, OH",1161,2.0,3.7,0.9,36.7,282.2,25.1,1.2,-22.4,17.1,7.9,15.9,23.6,6.7,85.0,63.2,223.6,35.9,228.7,84.9,39.7,27605,0.04207,"32020, Marion, OH"
43020,"Shawano, WI",955,2.0,-0.2,0.5,37.2,83.4,17.7,12.1,-8.9,2.6,36.3,-2.1,-6.2,0.0,7.1,73.3,122.0,188.9,258.0,11.7,119.4,23089,0.04135,"43020, Shawano, WI"
11140,"Americus, GA",164,2.0,-1.9,-0.3,4.0,61.8,0.9,-9.5,-20.9,7.2,1.9,6.8,-2.9,11.4,-33.9,-86.7,41.4,12.2,130.1,24.6,15.4,13394,0.01222,"11140, Americus, GA"
17300,"Clarksville, TN-KY",2480,3.0,12.3,-3.5,90.5,370.0,26.6,-50.6,-87.1,107.7,-10.0,31.2,-274.7,34.6,298.8,223.4,510.6,70.5,1150.5,88.2,-111.4,95320,0.02602,"17300, Clarksville, TN-KY"
22140,"Farmington, NM",3375,3.0,1355.4,9.6,235.2,61.2,36.0,163.1,-32.8,103.5,91.4,47.6,49.0,14.5,50.8,-36.3,245.9,125.0,531.8,158.0,162.8,45684,0.07388,"22140, Farmington, NM"
25060,"Gulfport-Biloxi, MS",2251,3.0,122.3,-27.9,7.1,328.1,-20.3,76.2,-221.5,231.4,105.4,115.8,-191.9,44.3,-73.1,-788.5,776.8,197.5,1403.4,82.6,80.6,145751,0.01545,"25060, Gulfport-Biloxi, MS"
11820,"Astoria, OR",1445,3.0,-0.1,-0.3,49.4,83.5,4.1,61.4,-18.4,11.4,-1.4,2.2,-22.4,11.6,31.2,70.5,97.7,173.1,794.8,50.0,43.8,19234,0.07514,"11820, Astoria, OR"
23900,"Gettysburg, PA",3099,3.0,17.9,6.0,237.6,469.9,67.7,168.3,54.1,42.8,24.3,0.5,-46.3,21.5,275.0,134.3,401.5,172.1,782.0,226.9,40.3,50904,0.06088,"23900, Gettysburg, PA"
38460,"Plattsburgh, NY",3067,3.0,-0.9,12.8,180.3,237.9,104.1,349.4,166.8,34.7,19.9,34.0,26.8,0.0,85.9,315.3,355.4,101.8,727.5,201.2,111.5,34792,0.08816,"38460, Plattsburgh, NY"
48700,"Williamsport, PA",3167,3.0,138.2,11.3,184.3,369.9,87.7,197.2,11.9,54.4,46.7,9.5,-18.5,20.3,357.1,145.5,460.9,101.4,713.2,226.1,46.5,52423,0.06041,"48700, Williamsport, PA"
37900,"Peoria, IL",11361,0.5,7.2,13.3,128.4,2004.4,191.2,657.0,-190.4,239.6,211.7,130.3,326.2,181.7,396.8,1084.4,1467.2,856.3,2989.8,406.8,258.5,168820,0.0673,"37900, Peoria, IL"
11700,"Asheville, NC",5195,0.5,-10.7,-10.9,-42.8,618.9,-29.6,72.7,-269.9,-24.1,-52.7,41.0,-539.3,65.8,261.7,829.6,1273.9,428.8,1796.3,530.8,254.8,188301,0.02759,"11700, Asheville, NC"
28700,"Kingsport-Bristol, TN-VA",3582,0.5,7.8,-2.7,194.4,664.8,26.9,81.4,-196.0,109.6,78.7,22.9,-274.7,71.6,194.8,288.2,696.3,261.3,1289.7,115.3,-49.1,124812,0.0287,"28700, Kingsport-Bristol, TN-VA"
28740,"Kingston, NY",8041,0.5,-4.2,45.3,503.7,263.1,288.4,947.9,416.0,185.1,96.8,105.5,149.8,94.2,270.8,704.1,749.6,457.0,1994.4,596.0,176.3,79342,0.10134,"28740, Kingston, NY"
12020,"Athens-Clarke County, GA",1324,0.5,-3.7,-1.3,33.5,276.6,35.4,103.8,-85.4,56.9,19.6,76.1,-41.9,90.2,-152.9,-543.3,120.2,164.3,924.0,180.0,70.8,81869,0.01617,"12020, Athens-Clarke County, GA"
21820,"Fairbanks, AK",3394,0.5,335.8,26.3,-76.9,44.1,81.1,268.3,518.2,36.0,77.3,66.9,-54.8,0.4,200.5,534.7,81.9,206.2,969.1,2.0,76.8,39235,0.08651,"21820, Fairbanks, AK"
12660,"Baraboo, WI",1593,0.5,0.5,0.4,61.2,34.5,31.6,79.4,-15.2,15.8,48.6,0.2,-25.0,-0.1,55.5,108.5,147.8,210.5,654.7,24.2,159.2,34960,0.04557,"12660, Baraboo, WI"
15500,"Burlington, NC",1842,0.5,-2.3,-2.2,-16.5,346.6,26.6,87.7,-179.4,-42.4,-35.5,6.3,-232.9,33.8,78.2,463.1,442.5,87.8,543.4,139.6,96.8,72949,0.02524,"15500, Burlington, NC"
22540,"Fond du Lac, WI",1805,0.5,-0.4,0.8,99.6,185.2,40.4,26.0,-30.6,8.3,77.7,2.2,-3.6,-0.1,29.2,171.9,255.1,166.3,536.4,52.8,187.6,52280,0.03453,"22540, Fond du Lac, WI"
30860,"Logan, UT-ID",-1688,0.5,11.6,-9.1,-271.3,-935.1,-85.7,-331.3,-67.7,34.3,-132.6,7.3,-458.2,-33.3,-113.8,697.7,-242.0,-129.2,270.0,39.5,60.8,66445,-0.0254,"30860, Logan, UT-ID"
